item_types,weekday,time_since_person,time_of_day,current_sit_minutes,total_session_minutes,num_previous_returns,seat_now_occupied,new_person_present,label
"earphones,wallet,pen,bag",Sat,36,12.24,136,255,3,0,0,TEMP_LEAVE
"pen,phone,earphones",Fri,37,16.48,4,142,3,1,1,LEFT_BEHIND
"iPad,pen",Sat,39,17.01,119,174,1,0,0,TEMP_LEAVE
"keys,mouse,book",Tue,15,9.11,77,216,3,0,0,LEFT_BEHIND
pen,Sat,16,8.57,111,130,0,1,0,OCCUPIED
earphones,Sat,5,16.37,13,137,4,1,0,OCCUPIED
"student-id,bottle",Mon,29,16.02,164,191,4,1,0,OCCUPIED
bottle,Wed,57,21.04,22,198,3,1,0,OCCUPIED
"pen,mouse,keys,glasses",Fri,12,19.25,181,311,2,1,0,OCCUPIED
"wallet,student-id,charging-cable,phone",Thu,10,20.54,48,104,1,1,0,OCCUPIED
"wallet,keys,student-id",Thu,19,18.86,169,270,2,0,1,TEMP_LEAVE
"earphones,charging-cable",Thu,35,12.79,75,126,2,1,0,OCCUPIED
"laptop,book",Fri,18,10.89,194,297,3,1,0,OCCUPIED
iPad,Fri,52,11.38,140,194,4,0,0,TEMP_LEAVE
"bag,bottle,mouse",Tue,58,12.36,94,160,2,1,0,OCCUPIED
bag,Mon,25,16.57,14,99,3,0,0,TEMP_LEAVE
"phone,pen,bag,student-id",Tue,2,21.51,112,175,4,0,1,TEMP_LEAVE
"glasses,bag,paper",Sun,21,10.46,130,234,4,1,0,OCCUPIED
glasses,Thu,51,12.57,107,111,1,0,1,LEFT_BEHIND
phone,Sun,27,20.16,103,119,2,0,1,TEMP_LEAVE
"watch,pen,paper",Fri,55,14.28,43,238,4,1,1,LEFT_BEHIND
"wallet,earphones",Sun,41,12.39,198,233,0,1,1,LEFT_BEHIND
laptop,Wed,28,13.02,75,171,1,1,1,LEFT_BEHIND
wallet,Fri,5,9.91,42,197,5,1,1,TEMP_LEAVE
"watch,keys",Sun,20,9.18,100,181,1,0,0,TEMP_LEAVE
mouse,Sat,32,13.48,75,163,5,0,0,LEFT_BEHIND
"iPad,book,bag,wallet",Sat,36,10.6,14,142,4,0,1,TEMP_LEAVE
"watch,iPad,book",Tue,23,20.89,80,112,4,1,1,LEFT_BEHIND
iPad,Sun,39,11.95,56,120,5,1,1,LEFT_BEHIND
wallet,Sun,44,15.64,100,260,4,1,1,LEFT_BEHIND
watch,Fri,11,13.1,19,98,2,1,0,OCCUPIED
"book,keys",Wed,54,19.67,124,217,1,0,0,LEFT_BEHIND
book,Wed,60,11.54,156,285,5,1,0,OCCUPIED
watch,Wed,19,15.53,189,385,3,1,0,OCCUPIED
earphones,Mon,18,19.73,8,73,3,1,0,OCCUPIED
"laptop,paper,phone",Thu,27,17.84,103,129,2,0,1,TEMP_LEAVE
charging-cable,Wed,57,16.6,173,284,5,0,0,LEFT_BEHIND
"wallet,glasses",Fri,40,8.45,143,334,5,0,0,LEFT_BEHIND
"phone,bottle",Wed,12,20.55,183,296,4,1,0,OCCUPIED
student-id,Sun,34,19.03,25,63,1,0,1,TEMP_LEAVE
"bag,student-id",Thu,49,10.28,24,210,2,1,1,LEFT_BEHIND
laptop,Wed,36,10.36,180,252,2,1,0,OCCUPIED
"bag,keys,mouse,student-id",Fri,22,18.65,29,222,4,0,0,TEMP_LEAVE
"bottle,mouse,keys",Mon,15,10.69,40,133,0,0,1,TEMP_LEAVE
"bag,iPad,glasses",Sat,49,20.9,93,130,1,0,1,TEMP_LEAVE
earphones,Fri,16,15.4,75,269,2,1,1,LEFT_BEHIND
paper,Sun,38,16.0,57,82,2,0,0,LEFT_BEHIND
"pen,wallet,phone,watch",Sun,15,11.83,57,241,3,1,1,TEMP_LEAVE
charging-cable,Mon,44,10.83,179,302,4,0,0,LEFT_BEHIND
"keys,paper,charging-cable",Mon,56,21.51,80,197,2,0,1,LEFT_BEHIND
paper,Fri,22,10.86,126,215,0,0,0,LEFT_BEHIND
"iPad,watch",Mon,44,20.62,131,240,0,1,1,LEFT_BEHIND
"watch,bag,bottle,phone",Wed,8,15.25,22,37,3,0,1,TEMP_LEAVE
"student-id,pen,paper,keys",Mon,17,8.71,108,192,4,0,1,TEMP_LEAVE
"paper,student-id",Thu,40,8.06,65,139,0,0,0,LEFT_BEHIND
"wallet,glasses",Sat,47,17.29,68,151,3,0,0,LEFT_BEHIND
"earphones,bottle,pen,mouse",Mon,59,19.05,7,161,3,1,1,LEFT_BEHIND
"iPad,paper,bag",Fri,10,15.68,3,46,4,1,0,OCCUPIED
"mouse,phone",Mon,44,13.5,77,96,5,1,1,LEFT_BEHIND
"keys,iPad,paper,wallet",Sat,36,14.89,81,150,1,0,0,TEMP_LEAVE
"wallet,bottle,book",Sun,8,21.01,0,94,0,0,1,TEMP_LEAVE
bottle,Sat,49,15.1,68,76,0,1,0,OCCUPIED
"bag,pen",Sat,12,19.18,7,31,1,1,1,LEFT_BEHIND
"bottle,laptop,watch",Fri,2,15.44,91,141,0,0,1,TEMP_LEAVE
"iPad,earphones,phone,student-id",Sat,3,21.93,146,330,5,0,1,TEMP_LEAVE
"glasses,earphones,pen,phone",Tue,27,12.94,19,207,3,1,0,OCCUPIED
"keys,earphones,paper",Thu,19,17.92,19,204,4,1,0,OCCUPIED
"bag,bottle,watch",Sat,39,18.06,109,228,3,0,1,TEMP_LEAVE
"keys,student-id",Mon,47,15.98,121,305,4,0,0,TEMP_LEAVE
bag,Wed,12,18.64,111,203,2,0,1,TEMP_LEAVE
"book,bag",Wed,35,9.76,190,275,4,0,0,TEMP_LEAVE
"mouse,keys",Tue,58,20.07,106,212,1,1,0,OCCUPIED
"keys,charging-cable",Fri,21,19.74,118,306,2,1,0,OCCUPIED
"paper,book",Fri,14,17.38,161,309,1,1,0,OCCUPIED
"watch,charging-cable,phone",Sat,21,14.47,49,108,2,1,1,LEFT_BEHIND
glasses,Mon,39,18.32,65,102,1,1,0,OCCUPIED
"laptop,book",Sat,39,14.27,197,300,1,0,0,TEMP_LEAVE
bottle,Thu,58,9.3,31,122,3,1,1,LEFT_BEHIND
"charging-cable,bottle",Wed,41,8.05,70,152,2,1,0,OCCUPIED
"laptop,student-id,iPad,wallet",Tue,24,11.67,160,230,3,1,0,OCCUPIED
"iPad,keys,bag,wallet",Fri,30,15.39,75,158,2,0,0,TEMP_LEAVE
"student-id,bag",Sun,14,11.45,189,262,2,0,0,TEMP_LEAVE
"mouse,charging-cable,bag",Thu,52,13.93,27,90,3,1,1,LEFT_BEHIND
bag,Fri,41,13.99,10,17,5,1,1,LEFT_BEHIND
"paper,laptop",Sun,12,15.73,41,188,1,0,1,TEMP_LEAVE
"book,student-id,mouse",Sun,18,20.16,72,269,5,0,1,TEMP_LEAVE
"paper,pen,keys,laptop",Thu,8,10.08,77,135,1,0,1,TEMP_LEAVE
"laptop,glasses,student-id,iPad",Sat,23,17.33,102,260,0,0,1,TEMP_LEAVE
"charging-cable,earphones,iPad,student-id",Wed,44,21.98,10,173,5,0,1,TEMP_LEAVE
"charging-cable,paper,phone",Mon,11,20.51,20,146,4,1,1,LEFT_BEHIND
"wallet,mouse,watch,glasses",Mon,13,21.56,105,148,3,0,1,TEMP_LEAVE
"student-id,book,paper",Mon,6,9.39,84,202,0,1,1,LEFT_BEHIND
"paper,glasses",Thu,56,12.14,103,223,5,0,0,LEFT_BEHIND
laptop,Sat,17,17.25,14,54,5,0,0,TEMP_LEAVE
"mouse,student-id",Fri,17,16.81,53,226,5,0,1,TEMP_LEAVE
"student-id,charging-cable",Mon,1,18.84,142,271,3,1,1,TEMP_LEAVE
"keys,watch,bag",Fri,32,14.22,81,170,2,0,0,TEMP_LEAVE
"mouse,watch,keys,charging-cable",Tue,23,17.56,187,364,1,0,0,TEMP_LEAVE
"iPad,charging-cable,bottle",Mon,40,21.97,135,206,0,0,1,LEFT_BEHIND
"watch,iPad",Mon,4,9.6,157,168,1,0,1,TEMP_LEAVE
"glasses,charging-cable",Sun,20,21.01,49,118,5,1,1,LEFT_BEHIND
bag,Thu,42,21.73,142,237,3,1,0,OCCUPIED
"charging-cable,book,earphones,mouse",Wed,31,11.75,56,76,1,0,1,LEFT_BEHIND
"mouse,wallet,student-id,charging-cable",Thu,34,19.8,131,136,0,0,0,LEFT_BEHIND
"bag,mouse,watch,student-id",Thu,14,13.23,78,224,4,1,1,TEMP_LEAVE
"laptop,watch,iPad,book",Sat,29,18.05,100,256,5,0,0,TEMP_LEAVE
"iPad,pen,glasses,laptop",Sat,20,20.38,108,129,4,0,0,TEMP_LEAVE
"student-id,bag,iPad",Sun,21,13.05,101,234,1,1,0,OCCUPIED
pen,Tue,44,14.67,5,82,5,1,0,OCCUPIED
keys,Tue,38,20.07,100,229,4,1,1,LEFT_BEHIND
bottle,Tue,21,8.96,169,353,4,0,0,LEFT_BEHIND
"glasses,pen,mouse,keys",Fri,46,15.92,179,296,3,1,1,LEFT_BEHIND
"book,student-id,phone",Mon,41,15.97,100,251,0,1,0,OCCUPIED
"wallet,laptop,book",Sat,11,11.22,153,163,1,0,0,TEMP_LEAVE
"wallet,keys,iPad,bottle",Mon,58,13.05,178,242,3,1,1,LEFT_BEHIND
mouse,Tue,19,15.71,70,89,3,0,1,LEFT_BEHIND
"mouse,paper,wallet",Sun,59,9.57,188,215,4,1,1,LEFT_BEHIND
"keys,phone",Fri,21,14.95,92,287,3,1,1,LEFT_BEHIND
paper,Tue,19,12.61,188,383,3,1,0,OCCUPIED
"phone,laptop,mouse",Tue,17,17.53,138,292,1,0,1,TEMP_LEAVE
"bag,iPad,charging-cable,earphones",Fri,11,18.08,54,191,4,0,0,TEMP_LEAVE
"book,paper,iPad,keys",Wed,21,16.12,51,215,0,1,1,LEFT_BEHIND
"glasses,book",Wed,9,14.11,115,165,4,0,0,TEMP_LEAVE
"laptop,iPad,charging-cable",Mon,43,10.62,32,99,2,0,0,TEMP_LEAVE
"bag,pen,iPad",Mon,43,14.46,172,273,2,0,0,TEMP_LEAVE
"mouse,book,iPad,phone",Wed,7,13.91,12,26,1,1,0,OCCUPIED
"iPad,glasses,earphones,student-id",Sat,9,8.02,77,191,5,0,0,TEMP_LEAVE
"iPad,paper,bottle,phone",Wed,23,10.46,191,308,1,1,1,LEFT_BEHIND
"charging-cable,glasses,earphones",Tue,24,16.25,120,223,0,1,0,OCCUPIED
"book,bag",Thu,17,15.52,120,153,2,1,0,OCCUPIED
glasses,Sat,3,14.25,101,134,1,0,1,TEMP_LEAVE
"watch,laptop",Thu,31,17.62,12,136,4,0,0,TEMP_LEAVE
earphones,Wed,37,14.6,101,196,1,0,1,LEFT_BEHIND
"charging-cable,wallet,laptop",Wed,57,21.98,94,113,3,0,1,TEMP_LEAVE
"keys,charging-cable,bottle",Sun,13,11.21,169,243,5,0,0,TEMP_LEAVE
"wallet,iPad",Thu,43,14.61,86,130,0,0,1,LEFT_BEHIND
"wallet,pen,bottle",Sun,11,15.88,126,129,3,0,0,TEMP_LEAVE
mouse,Mon,59,12.26,199,245,5,1,1,LEFT_BEHIND
"charging-cable,wallet,iPad,keys",Wed,23,8.19,112,303,2,1,1,LEFT_BEHIND
"charging-cable,book",Sat,17,21.69,27,150,3,0,1,LEFT_BEHIND
"glasses,keys",Mon,13,10.61,184,220,3,0,0,LEFT_BEHIND
"bottle,charging-cable,earphones",Mon,4,21.66,157,336,2,1,0,OCCUPIED
"glasses,mouse",Tue,14,12.44,166,284,2,1,1,LEFT_BEHIND
"mouse,pen",Fri,11,10.01,86,245,1,0,1,LEFT_BEHIND
"glasses,laptop",Sat,27,18.1,115,300,3,1,0,OCCUPIED
"glasses,student-id,mouse,paper",Tue,15,18.69,101,243,0,0,0,TEMP_LEAVE
iPad,Thu,17,18.01,61,193,5,1,1,LEFT_BEHIND
"laptop,watch,mouse,paper",Tue,13,10.44,71,90,1,0,1,TEMP_LEAVE
"bag,book,earphones,mouse",Sun,7,20.32,165,358,0,1,1,LEFT_BEHIND
"laptop,mouse,bottle",Tue,3,11.21,118,236,0,0,1,TEMP_LEAVE
"wallet,book,earphones,bag",Tue,25,18.45,1,172,0,0,0,TEMP_LEAVE
phone,Sun,49,8.25,40,52,2,0,1,TEMP_LEAVE
"glasses,phone,student-id",Fri,39,19.04,79,134,4,0,0,TEMP_LEAVE
"keys,bottle",Thu,5,14.48,122,151,5,1,0,OCCUPIED
wallet,Fri,20,10.49,168,207,5,0,1,LEFT_BEHIND
"watch,keys,glasses",Mon,25,10.23,121,245,1,0,1,TEMP_LEAVE
"laptop,charging-cable",Thu,10,20.66,173,262,2,1,0,OCCUPIED
"pen,keys,iPad,watch",Wed,48,8.9,22,190,3,0,1,TEMP_LEAVE
"bottle,student-id",Sat,37,19.98,137,309,3,1,0,OCCUPIED
"pen,glasses",Sun,32,10.79,54,77,0,1,1,LEFT_BEHIND
pen,Fri,47,10.33,59,236,1,0,0,LEFT_BEHIND
"student-id,watch",Thu,14,8.75,21,115,1,0,0,TEMP_LEAVE
"wallet,paper,charging-cable,phone",Fri,44,13.93,37,234,3,1,0,OCCUPIED
"mouse,iPad,watch",Thu,45,18.75,114,277,2,0,1,TEMP_LEAVE
"keys,bag,watch",Thu,43,21.8,33,151,2,1,0,OCCUPIED
"laptop,iPad,student-id",Sun,2,8.92,24,64,5,0,0,TEMP_LEAVE
iPad,Tue,33,11.57,150,278,1,0,0,TEMP_LEAVE
"student-id,glasses,bag",Tue,46,11.02,61,212,5,0,1,TEMP_LEAVE
"book,bag,earphones",Fri,8,16.93,114,162,0,1,0,OCCUPIED
"iPad,pen,phone",Tue,13,14.92,97,269,2,0,0,TEMP_LEAVE
"watch,glasses,pen",Mon,38,11.05,121,300,3,0,1,TEMP_LEAVE
"glasses,iPad",Fri,0,19.24,18,210,4,0,0,OCCUPIED
"watch,mouse,bag",Sat,9,8.12,61,171,0,0,0,TEMP_LEAVE
"paper,book,bottle",Tue,18,10.21,63,64,5,0,0,LEFT_BEHIND
"earphones,student-id,charging-cable",Sun,37,12.79,194,386,1,1,0,OCCUPIED
"book,student-id,mouse",Sun,58,11.02,36,231,0,0,1,LEFT_BEHIND
"bottle,mouse",Fri,1,14.03,195,231,3,1,1,TEMP_LEAVE
earphones,Mon,10,10.17,29,202,3,1,1,TEMP_LEAVE
"mouse,laptop,book,keys",Mon,4,10.14,3,92,3,1,1,TEMP_LEAVE
"charging-cable,student-id",Fri,11,20.53,80,103,2,0,1,TEMP_LEAVE
student-id,Thu,50,19.45,189,273,5,1,1,LEFT_BEHIND
"bag,student-id,paper",Tue,18,10.14,133,184,0,1,1,TEMP_LEAVE
"iPad,phone,charging-cable,paper",Thu,31,17.24,168,201,3,0,1,TEMP_LEAVE
"earphones,iPad,mouse",Mon,29,12.99,72,160,2,1,0,OCCUPIED
"iPad,bottle",Mon,32,16.13,99,170,4,1,1,LEFT_BEHIND
"glasses,keys,pen,laptop",Wed,41,12.93,113,133,2,1,0,OCCUPIED
"book,student-id,charging-cable",Thu,31,20.07,128,168,4,1,1,LEFT_BEHIND
"wallet,mouse",Fri,7,16.13,101,296,2,0,1,TEMP_LEAVE
phone,Thu,18,17.39,97,215,2,1,1,LEFT_BEHIND
"paper,iPad",Wed,3,18.65,108,189,4,0,1,TEMP_LEAVE
keys,Fri,46,21.98,34,142,3,1,1,LEFT_BEHIND
charging-cable,Sat,52,9.63,28,212,2,1,0,OCCUPIED
"charging-cable,keys",Wed,51,13.54,197,222,4,0,1,LEFT_BEHIND
"book,earphones",Mon,21,20.04,96,251,1,0,0,LEFT_BEHIND
"pen,phone,bottle",Sat,30,14.0,8,29,5,0,1,TEMP_LEAVE
"keys,bottle",Sat,31,19.31,128,282,4,1,1,LEFT_BEHIND
"glasses,laptop,wallet,bottle",Fri,17,11.95,52,185,2,0,0,TEMP_LEAVE
"keys,watch,bag,phone",Fri,60,12.76,113,304,5,1,0,OCCUPIED
"wallet,watch",Tue,45,19.12,148,217,3,0,0,TEMP_LEAVE
charging-cable,Wed,39,10.22,58,214,3,1,1,LEFT_BEHIND
"phone,charging-cable,laptop",Mon,40,20.91,22,111,1,0,1,TEMP_LEAVE
phone,Sat,19,20.15,117,131,0,0,0,TEMP_LEAVE
"student-id,keys,glasses,paper",Thu,33,10.63,96,109,3,0,1,TEMP_LEAVE
"bag,charging-cable",Sun,50,19.51,9,119,2,0,1,TEMP_LEAVE
"keys,laptop,bottle,paper",Thu,9,12.35,79,205,5,0,1,TEMP_LEAVE
mouse,Wed,54,20.13,173,250,1,0,1,LEFT_BEHIND
"bottle,mouse,charging-cable,iPad",Sun,11,8.92,57,195,2,0,1,TEMP_LEAVE
mouse,Sat,8,19.6,11,56,0,0,0,LEFT_BEHIND
"pen,wallet,student-id",Sun,38,11.12,135,170,1,0,0,TEMP_LEAVE
"wallet,phone,bottle,paper",Sat,39,17.86,188,315,2,1,1,LEFT_BEHIND
"watch,wallet,phone,pen",Mon,51,11.53,37,116,0,0,0,LEFT_BEHIND
paper,Sun,14,8.25,7,22,2,1,0,OCCUPIED
"student-id,bag,keys,pen",Fri,24,8.23,54,198,3,1,0,OCCUPIED
"earphones,bag,student-id,pen",Wed,10,16.04,183,267,3,0,1,TEMP_LEAVE
"laptop,student-id,book",Mon,31,10.54,134,221,1,1,0,OCCUPIED
"watch,mouse",Tue,45,16.35,85,260,2,1,1,LEFT_BEHIND
"pen,charging-cable,glasses",Sat,60,21.67,38,201,3,1,1,LEFT_BEHIND
"bag,phone",Sat,59,15.18,2,48,1,1,1,LEFT_BEHIND
"student-id,glasses,wallet",Sat,0,13.39,48,180,5,0,0,OCCUPIED
book,Wed,49,13.7,58,257,3,0,1,LEFT_BEHIND
"watch,student-id,paper,bag",Sat,9,14.51,62,174,1,0,0,TEMP_LEAVE
"wallet,phone,bottle",Mon,23,13.1,164,217,0,0,1,TEMP_LEAVE
"pen,iPad,bottle,earphones",Thu,29,21.05,30,93,3,1,1,LEFT_BEHIND
keys,Sat,2,19.77,27,166,0,0,1,LEFT_BEHIND
"book,pen",Sat,49,20.32,183,273,1,0,1,LEFT_BEHIND
iPad,Wed,60,9.29,176,260,4,0,0,TEMP_LEAVE
"mouse,wallet",Sun,59,21.09,46,177,0,0,1,LEFT_BEHIND
"mouse,earphones",Mon,17,18.89,92,215,2,1,0,OCCUPIED
"book,iPad",Sun,27,21.48,116,172,5,1,0,OCCUPIED
"phone,bottle,pen,glasses",Thu,58,16.03,61,221,2,1,0,OCCUPIED
charging-cable,Sun,10,19.39,75,84,0,0,1,LEFT_BEHIND
"glasses,mouse,book",Mon,49,12.65,14,80,2,0,1,LEFT_BEHIND
watch,Thu,5,19.16,33,172,1,0,1,TEMP_LEAVE
keys,Sun,57,10.2,114,161,3,0,0,LEFT_BEHIND
"book,bottle",Tue,25,21.13,89,98,5,1,1,LEFT_BEHIND
"glasses,book,mouse",Wed,5,19.24,52,79,1,0,1,TEMP_LEAVE
"mouse,watch,bottle,wallet",Mon,49,16.54,197,327,4,0,0,TEMP_LEAVE
"book,student-id,iPad,bottle",Tue,53,10.28,59,84,2,1,1,LEFT_BEHIND
"student-id,wallet,mouse,book",Tue,25,11.07,124,318,1,1,0,OCCUPIED
"glasses,student-id,iPad,bag",Sun,24,17.49,1,74,2,0,1,TEMP_LEAVE
"pen,bag",Tue,49,12.85,10,144,1,1,0,OCCUPIED
"earphones,glasses,student-id,wallet",Wed,36,20.66,32,64,2,1,1,LEFT_BEHIND
"paper,glasses",Thu,45,15.9,134,240,2,1,0,OCCUPIED
"student-id,mouse,wallet",Tue,38,16.95,175,306,3,0,1,TEMP_LEAVE
"mouse,paper,keys",Tue,45,20.73,145,217,1,0,0,LEFT_BEHIND
book,Sun,54,20.28,12,180,5,0,1,LEFT_BEHIND
"student-id,keys,paper",Sat,2,9.87,195,227,4,1,0,OCCUPIED
"student-id,pen",Fri,41,13.75,123,149,4,1,1,LEFT_BEHIND
paper,Mon,8,18.92,35,134,1,1,0,OCCUPIED
iPad,Sat,50,18.52,109,220,0,0,1,LEFT_BEHIND
"phone,bag,student-id,keys",Sat,33,12.36,190,211,3,1,1,LEFT_BEHIND
"keys,pen,charging-cable",Mon,55,16.31,120,262,4,1,1,LEFT_BEHIND
"laptop,watch",Wed,38,10.8,191,235,0,0,1,LEFT_BEHIND
"mouse,charging-cable,watch",Fri,36,18.64,24,97,2,1,1,LEFT_BEHIND
laptop,Sun,15,10.19,200,283,3,1,1,LEFT_BEHIND
"bottle,laptop,watch,paper",Thu,49,18.97,81,181,2,0,1,TEMP_LEAVE
mouse,Thu,49,12.57,65,118,1,1,0,OCCUPIED
"keys,bottle",Thu,56,16.24,69,107,0,0,0,LEFT_BEHIND
"watch,paper,earphones",Tue,58,8.69,123,183,5,0,0,TEMP_LEAVE
"earphones,glasses,watch",Tue,60,13.69,6,137,5,0,1,TEMP_LEAVE
"laptop,bag,bottle",Mon,22,18.59,29,41,4,1,0,OCCUPIED
"iPad,watch,charging-cable",Fri,40,16.22,56,108,0,0,0,LEFT_BEHIND
pen,Mon,6,20.84,45,65,5,0,1,TEMP_LEAVE
"bag,student-id,laptop",Sun,3,15.0,97,205,1,1,1,TEMP_LEAVE
"charging-cable,pen,bag",Mon,27,14.16,106,138,5,0,0,TEMP_LEAVE
"paper,pen,bottle",Fri,4,9.2,137,333,2,0,1,TEMP_LEAVE
laptop,Tue,43,9.02,45,97,0,1,0,OCCUPIED
"book,bag",Wed,18,17.21,3,49,1,1,1,LEFT_BEHIND
"watch,iPad",Mon,13,10.33,174,374,4,1,1,TEMP_LEAVE
"paper,student-id,charging-cable,wallet",Mon,4,17.28,59,164,0,0,1,TEMP_LEAVE
"earphones,pen",Sat,34,17.66,20,167,0,0,0,LEFT_BEHIND
"glasses,charging-cable",Wed,18,10.85,124,249,1,0,0,LEFT_BEHIND
"book,wallet,bag",Sat,25,8.99,72,194,4,1,0,OCCUPIED
earphones,Wed,13,13.08,129,322,0,0,0,LEFT_BEHIND
"book,wallet,charging-cable,student-id",Thu,3,13.87,136,203,0,0,1,TEMP_LEAVE
"laptop,glasses,student-id",Sun,0,15.15,165,341,2,0,1,OCCUPIED
mouse,Mon,21,10.05,142,224,3,0,0,LEFT_BEHIND
"keys,mouse,laptop",Sat,56,19.84,120,277,0,1,0,OCCUPIED
"book,earphones,laptop",Tue,22,12.05,17,181,5,0,0,TEMP_LEAVE
"bottle,laptop,bag",Thu,18,15.91,100,106,1,0,1,TEMP_LEAVE
"wallet,bottle",Mon,28,14.72,32,116,3,1,1,LEFT_BEHIND
"pen,watch,mouse",Fri,42,16.59,152,317,2,1,0,OCCUPIED
"keys,bottle,earphones,laptop",Fri,5,20.99,160,225,4,0,0,TEMP_LEAVE
"mouse,watch,charging-cable,laptop",Wed,52,11.98,36,141,2,1,0,OCCUPIED
"keys,charging-cable",Fri,23,14.53,126,227,0,0,1,LEFT_BEHIND
"earphones,student-id",Fri,5,18.39,40,82,5,0,1,TEMP_LEAVE
"earphones,student-id,bag",Mon,44,15.25,84,179,4,0,0,TEMP_LEAVE
"bottle,paper,book,keys",Tue,19,12.97,10,198,5,0,1,TEMP_LEAVE
"student-id,laptop,watch",Fri,53,18.79,43,129,2,0,1,TEMP_LEAVE
keys,Thu,46,14.15,177,276,4,1,0,OCCUPIED
mouse,Mon,43,17.86,77,209,2,1,1,LEFT_BEHIND
charging-cable,Sat,35,14.91,104,228,3,1,0,OCCUPIED
"bottle,laptop,keys,glasses",Sun,40,11.6,143,302,4,1,1,LEFT_BEHIND
glasses,Sat,8,19.24,13,48,2,0,0,TEMP_LEAVE
"pen,iPad",Fri,12,10.44,103,229,3,1,1,LEFT_BEHIND
keys,Tue,7,20.74,27,135,2,0,0,TEMP_LEAVE
"phone,paper",Sat,58,15.25,134,135,4,1,1,LEFT_BEHIND
"keys,student-id",Fri,3,19.33,117,309,5,1,1,TEMP_LEAVE
bag,Fri,28,16.38,185,248,0,1,1,LEFT_BEHIND
"bag,watch,keys",Sat,31,13.94,147,264,3,0,1,TEMP_LEAVE
"keys,paper",Wed,21,21.07,151,310,4,0,0,LEFT_BEHIND
"watch,glasses,earphones",Tue,21,14.48,54,216,0,0,0,TEMP_LEAVE
book,Wed,41,8.4,106,203,5,0,0,LEFT_BEHIND
"phone,book,iPad,wallet",Wed,10,15.51,107,185,1,0,0,TEMP_LEAVE
charging-cable,Wed,26,10.01,131,220,0,1,0,OCCUPIED
"earphones,book,bag",Sun,22,19.24,161,279,3,1,1,LEFT_BEHIND
laptop,Tue,21,13.64,31,146,3,0,1,TEMP_LEAVE
"bottle,charging-cable",Wed,51,14.5,139,230,5,0,1,LEFT_BEHIND
"paper,keys,wallet",Fri,52,12.82,57,80,5,0,0,TEMP_LEAVE
mouse,Sun,55,11.31,67,222,1,1,0,OCCUPIED
"charging-cable,watch,pen,bottle",Wed,27,18.65,23,173,0,0,1,LEFT_BEHIND
"charging-cable,paper",Wed,28,19.26,108,110,3,1,1,LEFT_BEHIND
"paper,keys,student-id,laptop",Sat,21,14.27,21,26,1,0,1,TEMP_LEAVE
mouse,Fri,46,20.73,155,348,2,0,0,LEFT_BEHIND
charging-cable,Sat,13,11.77,54,118,2,0,1,LEFT_BEHIND
"mouse,bag,watch",Thu,52,17.45,87,164,2,1,0,OCCUPIED
"watch,glasses,laptop,phone",Sat,38,15.77,115,218,1,1,1,LEFT_BEHIND
"keys,watch,bag",Sat,42,10.3,111,155,5,0,0,TEMP_LEAVE
phone,Fri,19,9.36,22,197,2,0,1,TEMP_LEAVE
"laptop,bag,iPad",Thu,52,13.08,159,222,0,1,1,LEFT_BEHIND
"bag,earphones",Tue,46,18.77,148,293,5,0,0,TEMP_LEAVE
"iPad,student-id",Mon,3,10.27,68,242,3,0,0,TEMP_LEAVE
"student-id,laptop,iPad",Tue,20,21.99,12,193,4,0,0,TEMP_LEAVE
phone,Fri,10,15.27,78,161,1,1,0,OCCUPIED
"student-id,iPad",Tue,52,12.1,62,81,0,0,0,LEFT_BEHIND
"phone,laptop,watch,mouse",Sat,59,15.6,123,181,2,0,1,TEMP_LEAVE
"laptop,bag,bottle",Sat,37,15.49,13,72,2,1,1,LEFT_BEHIND
phone,Mon,45,8.67,28,206,1,1,1,LEFT_BEHIND
"paper,wallet",Thu,55,9.38,24,162,2,1,0,OCCUPIED
"charging-cable,iPad",Sat,60,15.67,70,150,4,0,0,TEMP_LEAVE
pen,Tue,20,13.93,73,112,1,0,1,LEFT_BEHIND
student-id,Mon,5,20.63,88,101,2,0,1,TEMP_LEAVE
"earphones,iPad,mouse",Sun,45,12.09,52,244,1,0,1,TEMP_LEAVE
book,Sat,33,19.76,44,140,4,1,1,LEFT_BEHIND
"phone,paper",Sat,7,12.1,35,85,0,0,1,TEMP_LEAVE
"mouse,keys,pen",Tue,7,14.82,142,313,3,0,1,TEMP_LEAVE
"phone,glasses,charging-cable,iPad",Sun,56,11.35,49,80,0,0,0,LEFT_BEHIND
"paper,student-id,bottle,watch",Tue,20,18.4,60,215,5,1,1,TEMP_LEAVE
"keys,student-id,laptop,mouse",Thu,12,11.1,167,332,0,0,0,TEMP_LEAVE
"phone,laptop,mouse,bag",Thu,25,21.87,2,64,2,0,1,TEMP_LEAVE
earphones,Sat,4,16.34,11,80,3,1,0,OCCUPIED
watch,Thu,40,15.76,90,229,0,0,1,LEFT_BEHIND
"bag,paper,earphones,bottle",Sat,19,9.05,81,127,0,0,0,TEMP_LEAVE
"wallet,paper,watch,glasses",Fri,56,9.76,56,110,5,1,0,OCCUPIED
"bottle,earphones,pen,iPad",Mon,48,11.5,5,190,3,0,0,TEMP_LEAVE
"iPad,mouse,glasses",Mon,9,8.88,92,244,5,0,1,TEMP_LEAVE
"glasses,bag,iPad",Fri,10,14.38,135,263,4,1,0,OCCUPIED
